,Date,Month,Team1Site,Team2Site,Team1,Team1_Win_Precentage,Final1,Open1,Close1,ML1,Team1_Conf,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team2,Team2_Win_Precentage,Final2,Open2,Close2,ML2,Team2_Conf,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_TotalDef,Team1_Win,Total_Open,Total_Close,Spread_Open,Spread_Close,Team1_Point_Dif,Team1Cover,Over_Under
5648,11/05/2016,11,H,V,SouthCarolina,0.46153846153846156,31,6.5,4.5,-210,SEC ,67.0,6.0,7.0,-5.88,4.97,-0.91,68.17,-23.26,12.51,1.17,7.91,0.25,9.49,1.04,Missouri,0.3333333333333333,21,51.0,56.0,180,SEC ,67.0,4.0,8.0,0.19,-2.69,-2.5,81.02,-15.49,13.64,1.51,9.29,0.8,10.83,1.59,1,51.0,56.0,-6.5,-4.5,10,1,U
5649,11/05/2016,11,H,V,ULMonroe,0.3333333333333333,42,54.0,50.5,290,Sun Belt,67.0,4.0,8.0,-4.42,-7.55,-11.97,68.45,-3.85,11.5,2.88,8.37,1.92,9.15,2.72,SouthAlabama,0.46153846153846156,35,13.0,9.0,-350,Sun Belt,67.0,6.0,7.0,-2.84,-2.96,-5.8,68.61,-15.72,12.54,2.08,8.26,1.0,9.69,1.91,1,54.0,50.5,13.0,9.0,7,1,O
5650,11/05/2016,11,H,V,ULLafayette,0.46153846153846156,13,5.5,5.0,-200,Sun Belt,67.0,6.0,7.0,-5.43,-0.75,-6.18,66.55,-16.05,11.73,2.51,7.93,-0.26,8.92,1.59,Idaho,0.6923076923076923,23,55.5,56.0,175,Sun Belt,67.0,9.0,4.0,1.16,-2.35,-1.19,73.47,-11.77,12.58,3.33,7.87,0.42,9.56,2.39,0,55.5,56.0,-5.5,-5.0,-10,0,U
5651,11/05/2016,11,H,V,WesternKentucky,0.7857142857142857,49,26.5,34.5,-16500,CUSA ,67.0,11.0,3.0,6.84,1.84,8.68,88.81,-20.99,14.91,1.88,9.58,-1.18,11.72,0.96,FloridaIntl,0.3333333333333333,21,65.5,64.0,6500,CUSA ,67.0,4.0,8.0,-6.88,-5.94,-12.82,65.06,-10.01,11.49,2.76,8.42,1.13,9.44,2.19,1,65.5,64.0,-26.5,-34.5,28,0,O
5652,11/05/2016,11,H,V,NorthTexas,0.38461538461538464,24,67.5,64.0,700,CUSA ,67.0,5.0,8.0,-4.76,-5.57,-10.33,68.88,-12.56,11.06,2.24,8.39,1.15,9.21,1.94,LouisianaTech,0.6428571428571429,45,19.5,20.0,-1100,CUSA ,67.0,9.0,5.0,10.05,-6.66,3.39,85.74,-13.23,13.96,2.19,9.06,-0.22,11.31,1.41,0,67.5,64.0,19.5,20.0,-21,0,O
5653,11/05/2016,11,H,V,California,0.4166666666666667,27,77.5,75.5,700,Pac-12 ,67.0,5.0,7.0,12.42,-10.0,2.42,85.02,-5.51,12.47,1.98,8.76,1.94,10.28,2.35,WashingtonU,0.8571428571428571,66,15.5,19.5,-1100,Pac-12 ,4.0,12.0,2.0,7.59,12.39,19.98,88.28,-30.64,14.32,0.46,9.4,-0.63,11.02,0.34,0,77.5,75.5,15.5,19.5,-39,0,O
5654,11/05/2016,11,H,V,USC,0.7692307692307693,45,14.0,16.5,-800,Pac-12 ,3.0,10.0,3.0,7.71,9.56,17.27,82.56,-25.78,13.59,1.07,9.66,-0.26,10.98,0.91,Oregon,0.3333333333333333,20,75.5,78.5,550,Pac-12 ,67.0,4.0,8.0,11.12,-10.42,0.7,84.15,-7.0,13.58,1.99,9.71,1.62,10.9,2.22,1,75.5,78.5,-14.0,-16.5,25,1,U
5655,11/05/2016,11,H,V,OldDominion,0.7692307692307693,38,8.0,8.5,-330,CUSA ,67.0,10.0,3.0,3.52,-2.41,1.11,77.74,-14.75,12.92,2.27,9.32,0.12,10.38,1.48,Marshall,0.25,14,60.0,58.0,270,CUSA ,67.0,3.0,9.0,-9.24,-4.36,-13.59,67.37,-11.84,11.45,2.96,7.5,0.55,9.04,2.0,1,60.0,58.0,-8.0,-8.5,24,1,U
5656,11/05/2016,11,H,V,SanDiegoState,0.7857142857142857,55,21.0,20.5,-1500,MWC ,25.0,11.0,3.0,-0.89,6.86,5.97,76.05,-23.78,12.83,1.54,9.49,-0.88,10.17,0.83,Hawaii,0.5,0,54.0,51.5,850,MWC ,67.0,7.0,7.0,-1.79,-4.65,-6.44,70.46,-7.94,12.28,2.68,8.8,1.05,9.96,2.23,1,54.0,51.5,-21.0,-20.5,55,1,O
5657,11/05/2016,11,H,V,TexasTech,0.4166666666666667,37,80.0,86.0,120,Big 12,67.0,5.0,7.0,12.46,-11.12,1.34,90.62,-6.0,13.89,2.68,7.31,1.68,10.8,2.55,Texas,0.4166666666666667,45,4.0,2.5,-140,Big 12,67.0,5.0,7.0,3.16,-1.41,1.75,77.22,-18.59,12.95,1.91,8.65,0.06,10.08,1.08,0,80.0,86.0,4.0,2.5,-8,0,U
5658,11/05/2016,11,H,V,MississippiSt,0.46153846153846156,35,60.5,61.0,320,SEC ,67.0,6.0,7.0,5.19,-3.51,1.68,80.98,-15.5,12.21,2.11,10.28,0.32,10.63,1.77,TexasA&M,0.6153846153846154,28,12.0,10.0,-380,SEC ,67.0,8.0,5.0,5.4,3.37,8.77,84.98,-23.89,12.69,1.54,10.28,-0.1,10.89,1.1,1,60.5,61.0,12.0,10.0,7,1,O
5659,11/05/2016,11,H,V,SMU,0.4166666666666667,7,64.0,65.0,140,American ,67.0,5.0,7.0,-1.42,-3.42,-4.84,73.53,-13.21,12.46,1.5,8.2,0.79,9.74,1.68,Memphis,0.6153846153846154,51,3.5,3.0,-160,American ,67.0,8.0,5.0,3.28,-0.32,2.96,83.82,-19.42,13.64,0.88,8.57,0.87,10.53,1.47,0,64.0,65.0,3.5,3.0,-44,0,U
5660,11/05/2016,11,H,V,PennState,0.7857142857142857,41,6.5,6.5,-250,Big Ten ,7.0,11.0,3.0,11.63,4.09,15.72,87.46,-22.37,15.08,1.14,9.15,-0.37,11.17,0.9,Iowa,0.6153846153846154,14,53.0,51.5,210,Big Ten ,67.0,8.0,5.0,-0.51,7.31,6.81,74.25,-26.71,12.12,1.29,8.89,0.14,9.72,1.15,1,53.0,51.5,-6.5,-6.5,27,1,O
5661,11/05/2016,11,H,V,Stanford,0.7692307692307693,26,14.5,16.5,-800,Pac-12 ,12.0,10.0,3.0,0.01,12.54,12.54,73.09,-29.29,12.22,1.18,9.33,-0.15,10.03,0.92,OregonState,0.3333333333333333,15,42.5,42.5,550,Pac-12 ,67.0,4.0,8.0,0.5,1.02,1.53,74.16,-18.2,11.67,0.73,9.55,1.19,9.97,1.4,1,42.5,42.5,-14.5,-16.5,11,0,U
5662,11/05/2016,11,H,V,WashingtonState,0.6153846153846154,69,15.5,15.0,-700,Pac-12 ,67.0,8.0,5.0,5.7,3.33,9.03,84.22,-21.44,12.72,2.45,8.5,0.07,10.41,1.82,ArizonaU,0.25,7,66.0,66.5,500,Pac-12 ,67.0,3.0,9.0,1.01,-5.64,-4.63,74.42,-9.08,12.63,2.44,9.95,0.65,10.5,1.89,1,66.0,66.5,-15.5,-15.0,62,1,O
5663,11/05/2016,11,H,V,LSU,0.6666666666666666,0,50.0,46.0,240,SEC ,13.0,8.0,4.0,2.68,13.25,15.93,79.6,-36.08,13.41,0.64,10.82,-1.46,11.37,0.03,Alabama,0.9333333333333333,10,7.5,7.0,-280,SEC ,2.0,14.0,1.0,8.01,17.62,25.62,90.38,-38.83,13.45,-0.1,10.38,-2.81,11.13,-0.85,0,50.0,46.0,7.5,7.0,-10,0,U
5664,11/05/2016,11,H,V,Northwestern,0.5384615384615384,7,39.5,42.0,230,Big Ten ,67.0,7.0,6.0,0.48,4.98,5.46,75.16,-25.48,12.02,1.59,8.47,-0.35,9.64,1.26,Wisconsin,0.7857142857142857,21,5.5,6.5,-270,Big Ten ,9.0,11.0,3.0,2.13,13.17,15.3,78.74,-32.1,13.54,1.15,8.81,-0.9,9.99,0.69,0,39.5,42.0,5.5,6.5,-14,0,U
5665,11/05/2016,11,H,V,OhioState,0.8461538461538461,62,13.5,17.0,-900,Big Ten ,6.0,11.0,2.0,3.69,15.13,18.82,88.76,-34.26,12.41,-0.15,9.94,-0.71,10.47,0.1,Nebraska,0.6923076923076923,3,54.0,53.5,600,Big Ten ,67.0,9.0,4.0,-0.9,8.45,7.55,73.76,-23.01,12.37,1.42,8.42,0.34,9.65,1.45,1,54.0,53.5,-13.5,-17.0,59,1,O
5666,11/05/2016,11,H,V,NewMexico,0.6923076923076923,35,12.5,15.0,-650,MWC ,67.0,9.0,4.0,5.26,-6.47,-1.21,77.47,-10.77,12.43,3.09,10.33,0.81,10.53,2.43,Nevada,0.4166666666666667,26,60.5,59.5,475,MWC ,67.0,5.0,7.0,-6.49,-3.21,-9.7,65.95,-13.44,11.97,3.13,8.28,2.05,9.42,2.74,1,60.5,59.5,-12.5,-15.0,9,0,O
5667,11/05/2016,11,H,V,CentralFlorida,0.46153846153846156,37,15.0,16.5,-800,American ,67.0,6.0,7.0,-1.67,1.66,-0.01,75.39,-21.11,11.54,0.84,7.76,-0.13,8.98,0.73,Tulane,0.3333333333333333,6,53.5,47.5,550,American ,67.0,4.0,8.0,-5.62,-0.92,-6.54,70.55,-17.87,10.68,1.7,9.04,0.4,9.12,1.5,1,53.5,47.5,-15.0,-16.5,31,1,U
5670,11/08/2016,11,H,V,BallState,0.3333333333333333,41,1.5,2.0,-138,MAC ,67.0,4.0,8.0,-3.5,-5.61,-9.11,69.48,-12.18,11.3,2.62,9.01,0.68,9.59,2.31,EasternMichigan,0.5384615384615384,48,59.5,59.0,118,MAC ,67.0,7.0,6.0,-1.73,-2.57,-4.3,72.43,-14.63,12.34,2.17,8.41,0.27,9.85,1.71,0,59.5,59.0,-1.5,-2.0,-7,0,O
5671,11/08/2016,11,H,V,KentState,0.25,21,56.0,54.5,800,MAC ,67.0,3.0,9.0,-7.19,-1.93,-9.12,65.93,-15.88,11.03,1.31,8.68,0.22,9.13,1.07,WesternMichigan,0.9285714285714286,37,18.0,21.0,-1300,MAC ,15.0,13.0,1.0,7.61,4.42,12.03,86.24,-22.05,14.49,2.21,9.21,0.77,10.73,1.93,0,56.0,54.5,18.0,21.0,-16,1,O
5672,11/09/2016,11,H,V,NoIllinois,0.4166666666666667,24,66.5,68.5,235,MAC ,67.0,5.0,7.0,-0.94,-3.45,-4.39,73.18,-14.63,11.68,1.94,9.25,0.4,9.77,1.6,Toledo,0.6923076923076923,31,6.5,7.0,-298,MAC ,67.0,9.0,4.0,7.2,-2.26,4.94,82.66,-16.13,14.99,2.07,9.17,1.02,11.26,1.98,0,66.5,68.5,6.5,7.0,-7,0,U
5673,11/09/2016,11,H,V,Akron,0.4166666666666667,28,8.0,11.0,-425,MAC ,67.0,5.0,7.0,-0.4,-6.12,-6.52,72.64,-8.13,12.79,2.38,8.38,1.08,10.08,2.13,BowlingGreen,0.3333333333333333,38,72.0,73.0,345,MAC ,67.0,4.0,8.0,-5.14,-5.44,-10.58,69.1,-5.9,11.44,3.5,8.47,0.45,9.36,2.18,0,72.0,73.0,-8.0,-11.0,-10,0,U
5674,11/10/2016,11,H,V,Duke,0.3333333333333333,28,56.5,66.5,325,ACC ,67.0,4.0,8.0,-3.03,1.67,-1.36,73.35,-21.42,12.19,3.04,8.62,0.01,9.73,1.82,NorthCarolina,0.6153846153846154,27,11.5,10.5,-400,ACC ,67.0,8.0,5.0,6.18,2.07,8.25,82.25,-22.65,13.9,1.48,9.41,0.14,11.18,1.02,1,56.5,66.5,11.5,10.5,1,1,U
5675,11/10/2016,11,H,V,GeorgiaSouthern,0.4166666666666667,26,10.0,6.0,-265,Sun Belt,67.0,5.0,7.0,-3.04,-1.36,-4.4,71.25,-16.79,12.3,2.4,8.43,0.74,9.28,2.07,ULLafayette,0.46153846153846156,33,47.0,45.0,215,Sun Belt,67.0,6.0,7.0,-5.43,-0.75,-6.18,66.55,-16.05,11.73,2.51,7.93,-0.26,8.92,1.59,0,47.0,45.0,-10.0,-6.0,-7,0,O
5676,11/10/2016,11,H,V,ArizonaState,0.4166666666666667,26,61.5,56.0,144,Pac-12 ,67.0,5.0,7.0,5.89,-8.49,-2.6,79.22,-10.25,12.84,3.23,7.46,0.95,9.47,2.68,Utah,0.6923076923076923,49,5.5,3.5,-164,Pac-12 ,23.0,9.0,4.0,3.31,5.35,8.65,75.34,-23.91,12.57,1.66,8.97,-0.15,10.02,1.33,0,61.5,56.0,5.5,3.5,-23,0,O
5677,11/11/2016,11,H,V,FloridaState,0.7692307692307693,45,21.0,20.5,-2000,ACC ,8.0,10.0,3.0,9.49,5.52,15.01,86.38,-26.13,14.07,1.34,9.88,-0.71,11.22,0.73,BostonCollege,0.5384615384615384,7,50.0,47.0,1000,ACC ,67.0,7.0,6.0,-7.0,7.58,0.58,68.72,-21.37,11.76,1.31,7.9,-0.84,8.8,0.77,1,50.0,47.0,-21.0,-20.5,38,1,O
5678,11/12/2016,11,H,V,Purdue,0.25,17,56.5,58.5,400,Big Ten ,67.0,3.0,9.0,0.2,-9.16,-8.96,73.85,-5.94,11.81,2.68,7.56,1.32,9.47,2.25,Northwestern,0.5384615384615384,45,14.0,13.5,-500,Big Ten ,67.0,7.0,6.0,0.48,4.98,5.46,75.16,-25.48,12.02,1.59,8.47,-0.35,9.64,1.26,0,56.5,58.5,14.0,13.5,-28,0,O
5679,11/12/2016,11,H,V,Clemson,0.9333333333333333,42,19.0,22.0,-2000,ACC ,1.0,14.0,1.0,9.4,10.68,20.08,91.53,-32.15,13.88,-0.18,9.32,-0.79,11.01,0.18,PittsburghU,0.6153846153846154,43,68.5,62.0,1000,ACC ,67.0,8.0,5.0,15.3,-7.17,8.12,90.73,-13.83,14.39,1.9,9.86,-0.49,11.12,1.53,0,68.5,62.0,-19.0,-22.0,-1,0,O
5680,11/12/2016,11,H,V,CentralFlorida,0.46153846153846156,24,10.0,11.0,-420,American ,67.0,6.0,7.0,-1.67,1.66,-0.01,75.39,-21.11,11.54,0.84,7.76,-0.13,8.98,0.73,CincinnatiU,0.3333333333333333,3,48.5,55.0,350,American ,67.0,4.0,8.0,-9.46,0.29,-9.17,65.2,-20.05,12.28,1.88,7.86,0.26,9.57,1.28,1,48.5,55.0,-10.0,-11.0,21,1,U
5681,11/12/2016,11,H,V,Maryland,0.46153846153846156,3,57.5,57.5,4000,Big Ten ,67.0,6.0,7.0,-1.82,1.89,0.07,74.0,-16.62,12.43,1.98,9.36,0.93,10.14,1.8,OhioState,0.8461538461538461,62,28.0,27.5,-10000,Big Ten ,6.0,11.0,2.0,3.69,15.13,18.82,88.76,-34.26,12.41,-0.15,9.94,-0.71,10.47,0.1,0,57.5,57.5,28.0,27.5,-59,0,O
5682,11/12/2016,11,H,V,Indiana,0.46153846153846156,31,58.5,60.5,200,Big Ten ,67.0,6.0,7.0,2.15,-0.77,1.38,74.18,-18.48,13.27,1.92,8.0,-0.35,9.88,1.09,PennState,0.7857142857142857,45,7.0,6.0,-240,Big Ten ,7.0,11.0,3.0,11.63,4.09,15.72,87.46,-22.37,15.08,1.14,9.15,-0.37,11.17,0.9,0,58.5,60.5,7.0,6.0,-14,0,O
5683,11/12/2016,11,H,V,Louisville,0.6923076923076923,44,33.0,34.5,-21500,ACC ,21.0,9.0,4.0,8.81,3.06,11.87,92.04,-22.2,14.05,1.41,10.77,-0.95,11.68,0.6,WakeForest,0.5384615384615384,12,54.5,57.0,8000,ACC ,67.0,7.0,6.0,-4.32,5.04,0.73,69.97,-25.31,11.62,1.66,8.3,-0.38,9.11,1.12,1,54.5,57.0,-33.0,-34.5,32,0,U
5684,11/12/2016,11,H,V,Kansas,0.16666666666666666,24,56.5,54.5,300,Big 12,67.0,2.0,10.0,-9.16,-1.49,-10.65,67.96,-12.97,11.68,1.43,7.66,1.14,9.27,1.48,IowaState,0.25,31,10.5,10.0,-360,Big 12,67.0,3.0,9.0,-3.46,-0.97,-4.43,74.74,-17.62,13.19,1.58,8.27,0.99,10.15,1.55,0,56.5,54.5,10.5,10.0,-7,1,O
5685,11/12/2016,11,H,V,EastCarolina,0.25,31,8.5,7.0,-270,American ,67.0,3.0,9.0,-2.71,-6.98,-9.69,74.88,-10.41,12.91,2.23,8.33,1.44,10.29,2.29,SMU,0.4166666666666667,55,59.5,63.5,230,American ,67.0,5.0,7.0,-1.42,-3.42,-4.84,73.53,-13.21,12.46,1.5,8.2,0.79,9.74,1.68,0,59.5,63.5,-8.5,-7.0,-24,0,O
5686,11/12/2016,11,H,V,Navy,0.6428571428571429,42,1.0,3.0,-150,American ,67.0,9.0,5.0,6.88,-3.29,3.59,83.6,-17.3,16.82,2.87,10.25,0.48,11.12,2.08,Tulsa,0.7692307692307693,40,76.0,72.0,130,American ,67.0,10.0,3.0,11.07,-4.16,6.91,88.48,-14.89,13.2,1.41,9.24,0.65,10.4,1.57,1,76.0,72.0,-1.0,-3.0,2,0,O
5687,11/12/2016,11,H,V,BuffaloU,0.16666666666666666,24,46.0,50.5,300,MAC ,67.0,2.0,10.0,-11.82,-6.42,-18.24,60.55,-8.93,11.1,2.81,8.48,1.13,9.2,2.14,MiamiOhio,0.46153846153846156,35,10.5,10.0,-360,MAC ,67.0,6.0,7.0,-6.06,-0.73,-6.79,66.38,-18.02,13.4,1.82,7.94,0.03,9.77,1.27,0,46.0,50.5,10.5,10.0,-11,0,O
5688,11/12/2016,11,H,V,Syracuse,0.3333333333333333,20,54.0,61.5,250,ACC ,67.0,4.0,8.0,0.08,-4.59,-4.51,75.51,-11.9,13.17,3.11,8.12,1.07,10.15,2.47,NCState,0.5384615384615384,35,7.0,7.5,-300,ACC ,67.0,7.0,6.0,0.69,6.81,7.49,76.44,-26.5,13.38,1.07,8.66,-0.95,10.31,0.65,0,54.0,61.5,7.0,7.5,-15,0,U
5689,11/12/2016,11,H,V,VirginiaTech,0.7142857142857143,20,14.5,14.0,-550,ACC ,16.0,10.0,4.0,4.26,6.74,11.0,82.68,-26.8,13.57,0.47,8.37,-0.51,10.02,0.45,GeorgiaTech,0.6923076923076923,30,55.0,55.5,425,ACC ,67.0,9.0,4.0,3.28,3.85,7.13,78.04,-23.59,16.22,1.37,10.13,0.53,11.07,1.5,0,55.0,55.5,-14.5,-14.0,-10,0,U
5690,11/12/2016,11,H,V,OklahomaState,0.7692307692307693,45,12.0,10.5,-400,Big 12,11.0,10.0,3.0,8.39,2.77,11.16,85.39,-23.07,14.64,1.79,8.66,0.59,11.08,1.46,TexasTech,0.4166666666666667,44,91.5,88.0,330,Big 12,67.0,5.0,7.0,12.46,-11.12,1.34,90.62,-6.0,13.89,2.68,7.31,1.68,10.8,2.55,1,91.5,88.0,-12.0,-10.5,1,0,O
5691,11/12/2016,11,H,V,TexasA&M,0.6153846153846154,28,11.5,7.0,-280,SEC ,67.0,8.0,5.0,5.4,3.37,8.77,84.98,-23.89,12.69,1.54,10.28,-0.1,10.89,1.1,Mississippi,0.4166666666666667,29,63.0,62.5,240,SEC ,67.0,5.0,7.0,9.15,-4.41,4.74,85.25,-16.11,13.67,1.72,8.98,0.61,10.81,1.55,0,63.0,62.5,-11.5,-7.0,-1,0,U
5692,11/12/2016,11,H,V,Charlotte,0.3333333333333333,21,10.5,11.5,-450,CUSA ,67.0,4.0,8.0,-6.5,-6.01,-12.51,67.25,-9.88,10.19,2.51,8.54,0.1,8.89,1.94,Rice,0.25,22,63.5,60.0,375,CUSA ,67.0,3.0,9.0,-3.89,-9.78,-13.67,69.15,-7.38,11.23,5.28,8.5,1.23,9.27,3.33,0,63.5,60.0,-10.5,-11.5,-1,0,U
5693,11/12/2016,11,H,V,ArkansasState,0.6153846153846154,41,19.5,18.5,-1000,Sun Belt,67.0,8.0,5.0,-3.46,2.9,-0.56,70.41,-20.29,13.06,1.9,7.41,-0.12,9.39,1.29,NewMexicoState,0.25,22,61.5,63.5,650,Sun Belt,67.0,3.0,9.0,-4.52,-8.36,-12.88,68.52,-3.72,11.31,3.52,8.51,1.32,9.35,2.69,1,61.5,63.5,-19.5,-18.5,19,1,U
5694,11/12/2016,11,H,V,UNLV,0.3333333333333333,69,65.5,61.0,240,MWC ,67.0,4.0,8.0,0.93,-10.98,-10.05,74.74,-5.79,11.6,1.99,9.51,0.96,9.86,1.89,Wyoming,0.5714285714285714,66,8.0,7.0,-280,MWC ,67.0,8.0,6.0,9.04,-7.68,1.37,81.23,-10.56,13.59,2.84,8.94,0.89,10.19,2.45,1,65.5,61.0,8.0,7.0,3,1,O
5695,11/12/2016,11,H,V,AirForce,0.7692307692307693,49,5.0,7.0,-300,MWC ,67.0,10.0,3.0,4.96,-0.87,4.09,78.16,-16.88,16.76,2.99,8.93,-0.75,9.96,1.7,ColoradoState,0.5384615384615384,46,53.5,54.0,250,MWC ,67.0,7.0,6.0,5.18,-2.66,2.52,80.23,-14.18,14.07,3.02,9.63,0.78,10.87,2.16,1,53.5,54.0,-5.0,-7.0,3,0,O
5696,11/12/2016,11,H,V,Alabama,0.9333333333333333,51,29.0,30.0,-10000,SEC ,2.0,14.0,1.0,8.01,17.62,25.62,90.38,-38.83,13.45,-0.1,10.38,-2.81,11.13,-0.85,MississippiSt,0.46153846153846156,3,57.0,52.0,4000,SEC ,67.0,6.0,7.0,5.19,-3.51,1.68,80.98,-15.5,12.21,2.11,10.28,0.32,10.63,1.77,1,57.0,52.0,-29.0,-30.0,48,1,O
5697,11/12/2016,11,H,V,WesternKentucky,0.7857142857142857,45,28.0,28.5,-9000,CUSA ,67.0,11.0,3.0,6.84,1.84,8.68,88.81,-20.99,14.91,1.88,9.58,-1.18,11.72,0.96,NorthTexas,0.38461538461538464,7,66.5,66.5,3750,CUSA ,67.0,5.0,8.0,-4.76,-5.57,-10.33,68.88,-12.56,11.06,2.24,8.39,1.15,9.21,1.94,1,66.5,66.5,-28.0,-28.5,38,1,U
5699,11/12/2016,11,H,V,Georgia,0.6153846153846154,13,49.0,50.0,290,SEC ,67.0,8.0,5.0,0.35,3.29,3.64,74.16,-23.7,12.25,1.18,9.0,-0.44,9.93,0.78,Auburn,0.6153846153846154,7,10.0,9.0,-350,SEC ,24.0,8.0,5.0,-1.04,13.02,11.97,81.8,-33.41,13.42,0.59,10.02,-0.87,10.69,0.42,1,49.0,50.0,10.0,9.0,6,1,U
5700,11/12/2016,11,H,V,Wisconsin,0.7857142857142857,48,26.5,24.5,-4000,Big Ten ,9.0,11.0,3.0,2.13,13.17,15.3,78.74,-32.1,13.54,1.15,8.81,-0.9,9.99,0.69,Illinois,0.25,3,39.0,42.0,1400,Big Ten ,67.0,3.0,9.0,-5.92,-1.83,-7.75,69.69,-15.34,11.39,1.97,9.18,0.61,9.72,1.49,1,39.0,42.0,-26.5,-24.5,45,1,O
5701,11/12/2016,11,H,V,TennesseeU,0.6923076923076923,49,11.0,14.0,-550,SEC ,22.0,9.0,4.0,11.58,-0.99,10.59,88.42,-17.67,14.16,1.64,9.88,0.66,11.19,1.58,Kentucky,0.5384615384615384,36,60.0,58.5,425,SEC ,67.0,7.0,6.0,4.33,-2.03,2.3,78.92,-17.15,13.4,1.93,9.96,0.64,10.78,1.63,1,60.0,58.5,-11.0,-14.0,13,0,O
5702,11/12/2016,11,H,V,Florida,0.6923076923076923,20,14.5,12.5,-450,SEC ,14.0,9.0,4.0,-2.62,13.6,10.98,74.4,-31.15,12.53,0.28,8.16,-0.7,9.71,0.14,SouthCarolina,0.46153846153846156,7,37.5,38.0,375,SEC ,67.0,6.0,7.0,-5.88,4.97,-0.91,68.17,-23.26,12.51,1.17,7.91,0.25,9.49,1.04,1,37.5,38.0,-14.5,-12.5,13,1,U
5703,11/12/2016,11,H,V,Arkansas,0.5384615384615384,10,44.5,46.0,240,SEC ,67.0,7.0,6.0,4.06,0.29,4.35,80.66,-19.15,14.29,2.15,8.88,1.42,10.76,2.19,LSU,0.6666666666666666,38,6.0,7.0,-280,SEC ,13.0,8.0,4.0,2.68,13.25,15.93,79.6,-36.08,13.41,0.64,10.82,-1.46,11.37,0.03,0,44.5,46.0,6.0,7.0,-28,0,O
5704,11/12/2016,11,H,V,Oregon,0.3333333333333333,27,57.0,58.5,125,Pac-12 ,67.0,4.0,8.0,11.12,-10.42,0.7,84.15,-7.0,13.58,1.99,9.71,1.62,10.9,2.22,Stanford,0.7692307692307693,52,2.5,2.5,-145,Pac-12 ,12.0,10.0,3.0,0.01,12.54,12.54,73.09,-29.29,12.22,1.18,9.33,-0.15,10.03,0.92,0,57.0,58.5,2.5,2.5,-25,0,O
5705,11/12/2016,11,H,V,NotreDame,0.3333333333333333,44,13.0,13.5,-500,Ind,67.0,4.0,8.0,5.46,-1.19,4.27,81.03,-19.06,13.22,1.65,8.93,-0.17,10.42,1.03,Army,0.6153846153846154,6,52.5,54.5,400,Ind,67.0,8.0,5.0,-7.31,4.9,-2.41,74.12,-23.18,12.56,1.24,9.72,-0.21,9.85,1.2,1,52.5,54.5,-13.0,-13.5,38,1,U
5706,11/12/2016,11,H,V,OldDominion,0.7692307692307693,51,2.0,1.0,-120,CUSA ,67.0,10.0,3.0,3.52,-2.41,1.11,77.74,-14.75,12.92,2.27,9.32,0.12,10.38,1.48,SouthernMiss,0.5384615384615384,35,63.5,64.0,100,CUSA ,67.0,7.0,6.0,-0.02,-3.71,-3.73,76.44,-13.62,12.89,2.61,8.54,0.42,10.09,1.76,1,63.5,64.0,-2.0,-1.0,16,1,O
5707,11/12/2016,11,H,V,MichiganState,0.25,49,15.5,17.0,-650,Big Ten ,67.0,3.0,9.0,-1.21,-0.58,-1.79,74.72,-20.21,12.9,2.22,9.02,-0.1,10.24,1.38,Rutgers,0.16666666666666666,0,55.5,53.5,475,Big Ten ,67.0,2.0,10.0,-9.42,2.45,-6.97,66.15,-11.73,10.72,2.11,8.17,1.28,8.76,2.03,1,55.5,53.5,-15.5,-17.0,49,1,U
5708,11/12/2016,11,H,V,Virginia,0.16666666666666666,14,55.5,55.0,330,ACC ,67.0,2.0,10.0,-4.34,-3.91,-8.25,70.74,-14.82,11.42,2.55,8.07,0.35,9.27,1.83,MiamiFlorida,0.6923076923076923,34,10.0,10.5,-400,ACC ,20.0,9.0,4.0,3.39,9.96,13.36,82.99,-29.58,13.75,0.37,9.03,-0.98,10.82,0.28,0,55.5,55.0,10.0,10.5,-20,0,U
5709,11/12/2016,11,H,V,LouisianaTech,0.6428571428571429,63,20.5,22.5,-2500,CUSA ,67.0,9.0,5.0,10.05,-6.66,3.39,85.74,-13.23,13.96,2.19,9.06,-0.22,11.31,1.41,TexSanAntonio,0.46153846153846156,35,69.5,64.5,1100,CUSA ,67.0,6.0,7.0,-3.47,-0.45,-3.92,69.76,-18.3,11.78,2.36,7.97,-0.08,9.13,1.45,1,69.5,64.5,-20.5,-22.5,28,1,O
5710,11/12/2016,11,H,V,WashingtonState,0.6153846153846154,56,15.0,17.5,-1000,Pac-12 ,67.0,8.0,5.0,5.7,3.33,9.03,84.22,-21.44,12.72,2.45,8.5,0.07,10.41,1.82,California,0.4166666666666667,21,85.5,79.0,650,Pac-12 ,67.0,5.0,7.0,12.42,-10.0,2.42,85.02,-5.51,12.47,1.98,8.76,1.94,10.28,2.35,1,85.5,79.0,-15.0,-17.5,35,1,U
